"name","origin","threat","speakers","lat","lon","desc"
"Ediamat","Guinea-Bissau","Vulnerable","22025",12.2621,-16.5289,""
"Mara","India","Definitely endangered","22000",23.5237,92.9003,"Mizoram, Chhimtuipui Dt."
"Maring","India","Vulnerable","22000",24.6769,94.3835,"Manipur, Chandel Dt."
"Polci cluster","Nigeria","Definitely endangered","22000",9.9742,9.3328,""
"Sarikoli","China","Definitely endangered","22000",37.9463,75.1272,"Tashkorgan Tajik Autonomous County, Xinjiang Province"
"Krongo","Sudan","Definitely endangered","21688",10.585,29.8883,""
"Ashtiani","Iran (Islamic Republic of)","Definitely endangered","21000",34.4861,51.0562,"Ashtiyan and Tafresh, Markazi Province"
"Khunsari","Iran (Islamic Republic of)","Definitely endangered","21000",32.8795,51.6796,"Esfahan Pronince, Iran"
"Semnani","Iran (Islamic Republic of)","Definitely endangered","21000",34.8679,53.4924,"Semnan Province, Iran"
"Plains Cree","Canada","Vulnerable","20933",56.3544,-113.8345,"Spread over 124 communities in Canada"
"Higher Reservoir Mazatec","Mexico","Vulnerable","20665",18.158,-96.7045,"Municipalities of San Josí© Tenango and San Josí© Indepandencia in the state of Oaxaca"
"Chilchotla Mazatec","Mexico","Vulnerable","20585",18.2934,-96.7029,"Municipalities of Santa Marí_a Chilchotla and San Mateo Yoloxochitlíçn, state of Oaxaca"
"Zapotec of the Valleys, middle northwest","Mexico","Definitely endangered","20448",17.05,-96.6333,"Locality of Santa Marí_a del Tule, state of Oaxaca"
"Aluo","China","Definitely endangered","20000",25.9368,102.1839,""
"Bangni","India","Vulnerable","20000",28.0331,93.0651,"Kurung Kumey Dt."
"Bru","Thailand","Definitely endangered","20000",15.3174,105.4938,""
"Cho-ca-nga-ca-kha","Bhutan","Definitely endangered","20000",27.4107,91.2277,"Monggar and Lhí_ntsi districts"
"Crimean Tatar (Dobruja)","Bulgaria, Romania","Severely endangered","20000",43.9414,28.3062,"central and southern Dobruja around Biulbiul, Topraisar, Azaplar, Murfatlar, Castelu, Osmancea, Bairamdede, Romania, and adjacent areas in Bulgaria"
"Dhimal","Nepal","Severely endangered","20000",26.6192,87.4635,"JhÛpÛ and Moraà_ districts."
"Griko (Salento)","Italy","Severely endangered","20000",40.1578,18.2208,"the Salento peninsula in Lecce Province in southern Apulia; an outlying dialect of Greek not listed separately by the SIL"
"Kaiowíç Guarani","Brazil","Vulnerable","20000",-21.5812,-55.0759,""
"Karelian (Karelia)","Finland, Russian Federation","Definitely endangered","20000",63.0474,33.4616,"Loukhi, Kemäó», Kalevala and Muyezerskiy counties, the western parts of Belomorsk, Segezha and Medvezhäó»yegorsk counties, the southwestern part of Kondopoga County and the Porosozero region of Suoyarvi (Suojí_rvi) County of the Republic of Karelia, the Russian Federation; in Finland, Karelian is spoken by people evacuated in 1940 and 1944 from former Finnish territories including Suojí_rvi, Suistamo and Korpiselkí_ counties, currently the central parts of Suoyarvi (Suojí_rvi) County in the Republic of Karelia, and in two border villages in Suomussalmi County in Oulu Province"
"Khoirao","India","Vulnerable","20000",25.2198,94.1583,"Manipur, Senapati District"
"Manchad","India","Vulnerable","20000",32.6578,77.5415,"Himachal Pradesh, Lahul valley, Pattan, Chamba-Lahul and lower Mayar valleys."
"Mariupolitan Greek","Ukraine","Severely endangered","20000",47.1364,37.5444,"originally the south of the Crimea, from where its speakers moved to the shores of the Azovan Sea in the Ukraine in the 1770s, and founded the city of Mariupoläó» (Zhdanov) and several villages in what is now Donetsäó»k (Donetsk) Province; an outlying dialect of Greek not listed separately by the SIL"
"Padam","India","Vulnerable","20000",28.2463,95.3668,"Arunachal Pradesh, mostly in East Siang Dt.,; some in Lower Dibang Valley Dt."
"Pemon (Venezuela)","Guyana, Venezuela (Bolivarian Republic of)","Vulnerable","20000",5.1347,-61.853,"The southeastern plains of the state of Bolí_var (Venezuela). Adjacent areas of Guyana. "
"Tacenwit","Algeria","Vulnerable","20000",36.5703,2.2892,"Mont Chenoua, Tipaza, Nador, Bou Ismail, Tenes, Cherchell, Hamadia, Gouraya, Damous, Oued Damous, Larhat, Marceau, Sidi Amar, Nador, Tipaza, Sidi Mousa, Ain Tagourirt"
"Tangwang","China","Definitely endangered","20000",35.7643,102.8979,"the northeastern corner of Dongxiang Autonomous County in Linxia Hui Autonomous Prefecture, Gansu Province"
"Western Neo-Aramaic","Syrian Arab Republic","Definitely endangered","20000",33.8339,36.5405,"3 villages in Syria, in the mountains 50km northeast of Damascus (Ma'luula,  Bax'a, Jubb'adiin)"
"Yaghnobi","Tajikistan","Definitely endangered","20000",38.5632,68.4475,"Zafarobod district, adminitrative regions of Hisor and Varzob, Tajikistan"
"Yaw","Myanmar","Definitely endangered","20000",21.6,94.8333,""
"Yeyi","Botswana","Definitely endangered","20000",-19.4562,23.2031,"In Maun, settlements east and west of the Okavango swamps. "
"Boro","","Definitely endangered","19878",10.3581,35.0024,""
"Sorbian","Germany","Definitely endangered","19500",51.5001,14.4744,"Lusatia (Lausitz [u_ica or u_yca]) region around Cottbus (Cho_ebuz) and in the Spreewald (Bota) area in Brandenburg (lower Lusatia) and in and around Bautzen (Budyçin) in Saxony (upper Lusatia); two literary standards Lower Sorbian and Upper Sorbian"
"Biete","India","Definitely endangered","19000",25.6514,93.2409,"Karbi Anglong Dt."
"Hrangkhol","India","Vulnerable","19000",24.1467,92.3071,"Tripura, mostly in Dhalai Dt."
"Terena","Brazil","Severely endangered","19000",-20.2841,-55.4638,"Brazil, States of Mato Grosso do Sul, Mato Grosso and Sí£o Paulo"
"Kati","Pakistan, Afghanistan","Definitely endangered","18700",35.3845,71.3177,"Bashgal valley and Papruk valley, Nuristan province of Afghanistan and Chitral district in NWFP, Pakistan"
"Kulung","Nepal","Vulnerable","18686",27.518,86.9375,"Solukhumbu and Saà_khuvÛ SabhÛ districts in Nepal.
Kulung Rai that migrated to Sikkim, India, can be mainly found in the West District (Zoom, Chakung), South District (Sanghanath-rockland) and East District (Assam Lingjey), according to the CIIL Sikkim survey.

"
"Kaingang","Brazil","Definitely endangered","18500",-28.1495,-52.4707,"The group lives in the southern region of Brazil in the states of Sí£o Paulo, Paraníç, Santa Catarina and Rio Grande do Sul. "
"Lowland Mazatec","Mexico","Vulnerable","18389",18.0801,-96.5236,"Municipalities of San Felipe Jalapa de Dí_az and San Pedro Teutila, state of Oaxaca"
"Vafsi","Iran (Islamic Republic of)","Definitely endangered","18000",34.0867,49.8861,"Vafs, Arak District, Markazi Province, Iran"
"Bassari","Senegal","Vulnerable","17910",12.4419,-12.6617,"Spoken in Senegal, Guinea and Guinea-Bissau."
"Bayot","Senegal","Vulnerable","17150",12.4218,-16.4149,""
"Pochuri","India","Vulnerable","17000",25.6712,94.779,"Nagaland, Phek Dt."
"Tamahaq (Libya)","Libyan Arab Jamahiriya","Definitely endangered","17000",24.9611,10.1733,"The language is spoken in west libyan oases around Ghat. It is part of the Kel Ajjer group, spoken also accross the border in Algeria, around Djanet."
"Swampy Cree","Canada","Vulnerable","16685",53.9849,-97.7626,"Spread over 39 communities in Canada"
"Koraga","India","Critically endangered","16665",11.6952,75.6738,"Karnataka (South), Kerala and Tamil Nadu"
"Oyda","Ethiopia","Vulnerable","16597",5.9438,36.6503,""
"Pangvali","India","Critically endangered","16285",33.4589,76.9152,"Himachal Pradesh"
"Shipibo-Conibo","Peru","Definitely endangered","16085",-8.4289,-74.6411,"Dptos. Loreto, Ucayali, Huíçnuco y Madre de  Dios. Distrito de  Yarinacocha   como espacio central."
"Amba","Uganda","Vulnerable","16000",0.6737,30.198,""
"Tsez","Russian Federation","Definitely endangered","15356",42.2376,45.8734,"several villages, including Khutrakh, Kidero, Khupri, Shaitl, Mikok, Tsebari, Asakh, Shapikh, and Sagada, in Tsunta County in the Republic of Daghestan, and in a number of expatriate communities"
"Bonan","China","Definitely endangered","15000",36.089,102.843,"two communities: the Buddhist Bonan speakers, officially registered as belonging to the Monguor (Tu) nationality, in the villages of gNyan.thog, sGo.dmar and sKa.gsar in Tongren County of Huangnan Tibetan Autonomous District, Qinghai; the Islamic Bonan speakers, officially recognized as a distinct Bonan (Baoan) nationality, in the villages of Ganhetan, Dadun and Lijiacun in Dahejia Township of Dongxiang Salar Jishishan Autonomous County of Linxia Hui Autonomous District, Gansu"
"Chrau","Viet Nam","Definitely endangered","15000",10.5634,107.1496,""
"Dari","Iran (Islamic Republic of)","Definitely endangered","15000",31.8402,54.1625,"Yazd and Kirman province, Iran"
"Dzala","Bhutan","Vulnerable","15000",27.7078,91.3623,"Trashiäó»yangtse and Lhí_ntsi district in the northeast"
"Ersu","China","Definitely endangered","15000",28.7778,102.1277,""
"Gangte","India","Definitely endangered","15000",24.1968,93.587,"Manipur, mostly in southern Churachandpur Dt."
"Gurdu-Mbaaru","Nigeria","Severely endangered","15000",9.7415,10.4534,""
"Ha-lung Tibetan","Nepal","Definitely endangered","15000",27.6831,87.8256,"TÛplejuà_ district, near the headwaters of the Tamor river"
"Hlersu","China","Vulnerable","15000",24.3789,102.046,""
"Juk","Lao People's Democratic Republic","Definitely endangered","15000",15.3333,106.85,""
"Kwama","Ethiopia","Vulnerable","15000",9.5465,34.2059,""
"Laemae","China","Severely endangered","15000",26.4179,98.7758,""
"Lavua","Thailand","Definitely endangered","15000",18.4483,98.1848,""
"Macushi (Brazil)","Brazil","Vulnerable","15000",3.7765,-61.1279,"Linguist Ianes says that maintenance is problematical, even many native teachers don't speak the language"
"Nahali","India","Definitely endangered","15000",21.4735,74.0258,"Madhya Pradesh, south of the Tapti river in Nimar and Ellichpur districts, especially around the village of Tembi 40 km east of Burhanpur. "
"Naluo","China","Vulnerable","15000",26.5895,100.8506,""
"Nyoe","Thailand","Definitely endangered","15000",14.9102,104.6049,""
"O'odham (Akimel)","United States of America","Definitely endangered","15000",33.059,-112.0479,"The Akimel O'odham dialect is spoken on the Gila River, Salt River, and Ak Chin reservations in southern Arizona."
"O'odham (Tohono)","United States of America","Definitely endangered","15000",31.9186,-111.8798,"The Tohono O'odham dialect is spoken on the Tohono O'odham, San Xavier, and Gila Bend reservations in southern Arizona."
"Paiwan","China","Vulnerable","15000",22.4313,120.7809,"Taiwan Province"
"Rao","China","Definitely endangered","15000",25.871,107.0476,""
"Semai","Malaysia","Severely endangered","15000",4.3039,101.445,""
"Shatt","Sudan","Severely endangered","15000",10.8117,29.7235,"Shatt Hills, southwest of Kadugli"
"Siwi","Egypt","Definitely endangered","15000",29.1905,25.5322,"Siwi is spoken in the Oasis of Siwa located in western  of Egypt,  70 kms from the Lybian  border and  560 km away from Cairo. "
"Tagargrent","Algeria","Severely endangered","15000",30.9587,4.0209,"Ouargla, Ngouí_a"
"Tayurayt","Algeria","Vulnerable","15000",36.5648,1.9061,"Gouraya and surrounding region"
"Totoli","Indonesia","Vulnerable","15000",0.8953,120.2838,"Sulawesi"
"Aruaco","Colombia","Vulnerable","14799",10.0986,-73.5424,"Sierra Nevada de Santa Marta, northern Colombia"
"Yakkha","Nepal","Critically endangered","14648",27.1908,87.3358,"Saà_khuvÛ SabhÛ and Dhankuà__Û districts"
"Kuruba","India","Critically endangered","14613",11.4369,76.3549,"Tamil Nadu (Coimbatore, Pollachi, Dharmapuri, Chengalpet, S.Arcot, and Western Fields, and Western Gate) and Karnataka and also in Andhra Pradesh"
"Tuamotuan","French Polynesia (France)","Definitely endangered","14400",-14.9354,-147.7455,"Tuamotu archipelago"
"Katla","Sudan","Definitely endangered","14208",11.7329,29.3939,""
"Garí_funa (Belize)","Belize","Vulnerable","14061",17.1833,-88.5833,"Dangriga, Stann Creek, Toledo"
"Thulung","Nepal","Definitely endangered","14034",27.4534,86.6423,"Southern Solukhumbu district"
"Bawm","Bangladesh, India","Definitely endangered","14000",22.1874,92.6477,"Mizoram: Chhimtuipui, Lunglei, and Aizawl districts; Tripura; and Assam"
"Guajajara","Brazil","Vulnerable","14000",-4.8282,-46.8017,""
"Niuean","Niue","Definitely endangered","14000",-19.0491,-169.8706,"1260 on Niue, remainder mostly in New Zealand"
"Uhunduni","Indonesia","Vulnerable","14000",-4.2054,137.031,"Irian Jaya"
"Gusilay","Senegal","Vulnerable","13950",12.7019,-16.4382,""
"Xavante","Brazil","Vulnerable","13303",-14.4832,-53.5305,"The group lives in in the 9 Indigenous Lands: Chí£o Preto, Ubawawe , Parabubure, Marechal Rondom, Maraiwatsede, Sí£o Marcos, Pimentel Barbosa, Areíµes and Sangradouro/Volta Grande."
"Dondo","Indonesia","Vulnerable","13000",0.747,120.4266,"Sulawesi"
"Khampti","India","Vulnerable","13000",27.8827,96.5093,"Lohit Valley Dt., concentrated in and around Chowkham"
"Nalu","Guinea","Definitely endangered","13000",10.9523,-14.7629,""
"Tagoi","Sudan","Severely endangered","13000",10.8252,30.1657,"Moreb, Tagoi, Turjok, Tumale Hill"
"Karko","Sudan","Definitely endangered","12986",11.964,29.4186,""
"San Mateo del Mar Huave","Mexico","Vulnerable","12667",16.2,-94.9833,"Municipality of San Mateo del Mar, Oaxaca"
"Q'eqchi' (Belize)","Belize","Vulnerable","12366",16.8107,-88.3999,"Southern Belize, Stann Creek"
"Kadaru","Sudan","Definitely endangered","12360",12.1789,30.2398,""
"Mazatlíçn Mazatec","Mexico","Vulnerable","12340",18.033,-96.8999,"Municipalities of Mazatlíçn Villa de Flores, San Juan de los Cues and Santa Marí_a Tecomayaca in the state of Oaxaca"
"Badiaranke","Guinea","Severely endangered","12205",12.4043,-13.5736,"Spoken in Guinea, Guinea-Bissau and Senegal.

 "
"Alune","Indonesia","Vulnerable","12000",-3.0637,128.3752,"Maluku"
"Bangani","India","Critically endangered","12000",29.8692,79.0686,"Uttarakhand, in the Garhwal area known as 'Bangan'"
"Chamalal","Russian Federation","Definitely endangered","12000",42.5712,46.0739,"the villages of Upper Gakvari, Lower Gakvari, Agvali, Tsumada, Richaganik, Gadyri, Gigatläó», and Kvankhi in Tsumada County in the Republic of Daghestan"
"Chru","Viet Nam","Vulnerable","12000",11.4666,109.05,""
"Hill Miri","India","Definitely endangered","12000",27.7078,94.0374,"Lower Subansiri Dt, concentrated in and around the town of Raga"
"Jinuo","China","Definitely endangered","12000",21.4758,101.3111,""
"Muya","China","Vulnerable","12000",30.2593,101.7497,""
"Samei","China","Severely endangered","12000",25.0756,103.0133,""
"Tajio","Indonesia","Vulnerable","12000",-0.0954,120.0173,"East coast of the neck, close to Kasimbar and Tada, Sulawesi"
"Tobada'","Indonesia","Extinct","12000",-2.019,119.4708,"On the headwaters of the Budong-Budong River, Sulawesi"
"Yurt Tatar","Russian Federation","Definitely endangered","12000",46.3943,48.3288,"Volga (Privolzhskiy), Nariman and Volodarskiy counties in Astrakhan Province; also in the suburbs of the city of Astrakhan; an outlying dialect of Nogay not listed at all by the SIL"
"Yaqui (Mexico)","Mexico","Vulnerable","11806",27.6436,-110.296,"Localities of Vicam, Potam, and others in the municipality of Guaymas; municipalities of Bacum, Cajeme, Empalme, and San Ignacio Rí_o Muerto in the state of Sonora"
"Ch'orti' (Guatemala)","Guatemala","Definitely endangered","11734",14.968,-89.2905,"La Unií_n in municipality of Zacapa; Jocotíçn, Camotíçn, Olopa, Quetzaltepeque"
"Filomeno Mata Totonac","Mexico","Vulnerable","11710",20.198,-97.7022,"Filomeno Mata, state of Veracruz"
"Northern Totonac","Mexico","Critically endangered","11529",20.2741,-97.955,"Jalpan, Pantepec, Tlacuilotepec, Xicotepec de Juíçrez (State of Puebla); Ixhuatlíçn de Madero (State of Veracruz)"
"Komo","Ethiopia, Sudan","Definitely endangered","11500",9.0804,34.0905,""
"Tuwuli","Ghana","Vulnerable","11400",7.0572,0.3845,""
"Poqomam","Guatemala","Definitely endangered","11273",14.6455,-89.7274,"Chinautla, Jalapa, San Luis Jilotepeque"
"Idu","China, India","Definitely endangered","11101",28.6496,95.8419,"Upper and Lower Dibang districts"
"Kari'í±a (Venezuela)","Venezuela (Bolivarian Republic of)","Severely endangered","11000",8.4941,-64.0942,"State of Anzoategui, also Monagas and Sucre (Venezuela)."
"Machiguenga","Peru","Definitely endangered","11000",-11.8888,-72.9052,"Depto. del Cusco, Prov. de  La  Convencií_n, distrito de  Echarate, cuenca de rí_o Urubamba. Algunos en el departamento de  Madre de  Dios."
"Piaroa (Venezuela)","Venezuela (Bolivarian Republic of)","Vulnerable","11000",4.5435,-66.7089,""
"Tuvaluan","Tuvalu","Definitely endangered","11000",-8.5049,179.187,"Tuvalu and New Zealand"
"Waunana (Colombia)","Colombia","Vulnerable","11000",4.2806,-77.0581,"Colombia: Lower San Juan river basin in departments of Chocí_ and Valle del Cauca. A few thousand speakers in Panamíç."
"Noon","Senegal","Vulnerable","10925",14.8173,-16.5234,""
"Sampang","Nepal","Vulnerable","10810",27.257,86.9444,"Khoà__Ûà_ and Bhojpur districts."
"Central Alaskan Yupik (2)","United States of America","Vulnerable","10400",61.4387,-160.4882,""
"Central Alaskan Yupik (Nuniak Island)","United States of America","Vulnerable","10400",59.8889,-166.289,""
"Bukiyip","Papua New Guinea","Vulnerable","10304",-3.4256,143.0886,"Toricelli mountains, Yangoru District, East Sepik Province"
"Saparua","Indonesia","Definitely endangered","10216",-3.5757,128.6464,"Saparua and Seram Island, Lease Islands, central Maluku"
"Darai","Nepal","Severely endangered","10210",27.9264,84.331,"Citvan, Tanah©, GorkhÛ, NavalparÛsÛ and PÛlpÛ districts"
"Bandial","Senegal","Vulnerable","10125",12.5317,-16.1553,""
"Bongo","Sudan","Definitely endangered","10084",6.1405,31.7999,""
"Northwestern Tarahumara","Mexico","Vulnerable","10031",27.9169,-107.0552,"Locality of Arisiachi and others in the municipality of Bocoyna; municipalities of Cariachi, Cuauhtemoc, Guerrero, Nonoava and San Francisco Borja in the state of Chihuahua"
"Algherese Catalan","Italy","Definitely endangered","10000",40.5638,8.3276,"the town of Alghero in northwestern Sardinia; an outlying dialect of Catalan not listed separately by the SIL"
"Aragonese","Spain","Definitely endangered","10000",42.2935,-0.4394,"the high valleys of the Pyrenees, notably Aragon River (Somontano), Sobrarbe and Ribagorza, in the northern part of the Huesca (Uesca) region in the northeast of Aragí_n, main towns being Graus and Sabií±íçnigo (Samianigo)"
"Baima","China","Vulnerable","10000",33.1531,103.8696,""
"Bukharic","Uzbekistan","Definitely endangered","10000",39.8043,64.4224,"Bukhara city and sorrounding areas, Uzbekistan"
"Bunun","China","Vulnerable","10000",23.3624,121.1077,"Taiwan Province"
"Burunge","United Republic of Tanzania","Vulnerable","10000",-4.7297,35.7769,""
"Chayahuita","Peru","Definitely endangered","10000",-5.3425,-76.6955,"Departamentos de Loreto y San Martí_n, cuenca de  los rí_os Paranapura, Cahuapanas, Shillay y Shanusi"
"Cherokee (Oklahoma)","United States of America","Definitely endangered","10000",36.7544,-98.3569,"Cherokee Nation, OKlahoma, and United Keetoowah Band of Oklahoma and Arkansas."
"Dalecarlian","Sweden","Definitely endangered","10000",61.2385,14.0295,"the central parts of Dalarna Province, with core area in the south of ílvdalen County; the original ISO code [dlc] for Dalecarlian has been retired on false grounds"
"Huitoto (Colombia, Peru)","Colombia, Peru","Definitely endangered","10000",-3.0308,-71.8066,"Depto. de  Loreto, Prov. de  Mariscal Castilla, aldea de  Pucaurquillo en la  cuenca  del rí_o Ampiyaco. Tambií©n en el rí_o Putumayo y Nanay.
Colombia: Putumayo (rivers Caquetíç, Putumayo, Caríç-Paraníç and Igaríç-Paraníç."
"Hulaula (Israel)","Israel","Severely endangered","10000",32.2128,34.9118,"All over the country.  Population originally immigrated from Iranian Kurdistan and bordering Iraqi towns.  "
"Karang","Chad","Vulnerable","10000",8.3093,15.3588,""
"Karelian (Tver)","Russian Federation","Definitely endangered","10000",58.1533,36.101,"Tveräó» Province, mainly around Tolmachi, Maksatikha and Vesäó»yegonsk"
"Karone","Senegal","Vulnerable","10000",12.7769,-16.7733,""
"Kryz","Azerbaijan","Severely endangered","10000",41.1455,48.164,"the villages of Kryz, Jek, Khaput, Yergyuj and Alyk in Kuba (Quba) County and in expatriate communities elsewhere in Azerbaijan"
"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)","Definitely endangered","10000",2.3723,-67.5659,"Colombia: departments of Guaní_a, Vichada and Vaupí©s. 
Venezuela: states of Amazonas and Bolí_var.
Brazil: state of Amazonas.
Upper Rí_o Negro and Vaupí©s rivers area."
"Kurtí_p","Bhutan","Vulnerable","10000",27.7127,90.9667,"Lhí_ntsi district, up to Tibetan border, west of Kurichu river"
"Lamgang","India","Critically endangered","10000",24.2569,94.0759,""
"Miqie","China","Definitely endangered","10000",26.9053,100.8506,""
"Mojo","Bolivia (Plurinational State of)","Definitely endangered","10000",-14.966,-65.1708,""
"Muot","India","Critically endangered","10000",8.0932,93.4963,"on the islands of Nancowry (Muot), Kamorta (Camorta, Kalat or Kinlaha), Trinket (Laful) and Katchal (Tinhnyu)"
"Naiki","India","Critically endangered","10000",19.8287,78.2281,"Maharashtra (Chandrapur and Nanded) and Andhra Pradesh (Adilabad)"
"íïandeva Guarani","Brazil","Vulnerable","10000",-22.0652,-54.7558,"Brazil, States of Paraníç and Mato Grosso do Sul"
"Ngwaba","Nigeria","Severely endangered","10000",9.9904,12.81,""
"North Frisian","Germany","Severely endangered","10000",54.7341,8.7478,"western coast of Schleswig north of Husum including the Halligen Islands and the adjacent islands of Fí_hr, Amrum, Sylt and Helgoland"
"Northern Khanty","Russian Federation","Definitely endangered","10000",63.7047,66.676,"the lower Obäó» basin and on its tributaries, mainly in Beloyarskiy and Oktyabräó»skoye counties and in the adjacent parts of Berezovo County in Khanty-Mansi Autonomous District and in Shuryskary County and the southern parts of Ural (Priuraläó»skiy) County in Yamal Nenets Autonomous District"
"Nyah Kur","Thailand","Definitely endangered","10000",15.6587,101.5068,""
"Nyenkha","Bhutan","Vulnerable","10000",27.4595,90.4119,"Mangde river valley"
"Orang Hulu","Malaysia","Definitely endangered","10000",1.8871,103.984,""
"Otoro","Sudan","Severely endangered","10000",11.1864,30.6353,""
"Solon","China","Definitely endangered","10000",48.166,119.4873,"Morin Dawa Daur and Ewenki autonomous banners and adjacent areas of neighbouring banners in Hulun Buir League of Inner Mongolia as well as Nahe (Nehe) County of Heilongjiang Province"
"Southern Tujia","China","Severely endangered","10000",28.258,109.9398,""
"Taba","Indonesia","Vulnerable","10000",0.0659,127.4084,"Maluku"
"Talu","China","Vulnerable","10000",26.5623,102.8506,""
"Tamazight (Tunisia)","Tunisia","Severely endangered","10000",36.0313,9.8767,"The language is spoken on the island of Djerba (Adjin Guellala, Sadouikech, Elmal, Mahboubine, Sedghiane)  and in a few southern villages between Gafsa and the Libyan border. including Matmata (Zraoua, Taoujjout, Tamezret), Tataouine (Chouini, Douiret), Mí©denine, Kebili, Tozeur.
These villages numbered 13 in the 1950s and 1960s (Basset, Penchoen) but the data was even then inaccurate.
Recent claims (eg Congres Mondial Amazigh) suggest the existence of other, unaccounted linguistic communities in the North and near the Algerian border ((Monts de Tebessa, El Kef, Siliana) but there is no tangible evidence, although the claim is not implausible.


"
"Tayal","China","Vulnerable","10000",24.5458,121.3591,"Taiwan Province"
"Temein","Sudan","Severely endangered","10000",11.8377,29.4625,"Temein hills southwest of Dilling, between Jebels Ghulfan Morung and Julud (Gulud). "
"Temiar","Malaysia","Definitely endangered","10000",4.9493,101.4113,""
"Trukhmen","Russian Federation, Turkmenistan","Definitely endangered","10000",44.4886,44.5385,"mainly the north-eastern parts of Stavropoläó» Region; an outlying dialect of Turkmen not listed at all by the SIL"
"Vidunda","United Republic of Tanzania","Vulnerable","10000",-6.8664,37.304,""
"Kogui","Colombia","Vulnerable","9911",10.8548,-74.0258,"Sierra Nevada de Santa Marta: northern section. Departments of Magdalena, Cí©sar and La Guajira"
"Paloor","Senegal","Vulnerable","9680",14.7801,-16.8035,"2007"
"Awakatek (Guatemala)","Guatemala","Vulnerable","9613",15.3429,-91.312,"Aguacatíçn, western Huehuetenango department"
"Choctaw (Louisiana)","United States of America","Vulnerable","9500",31.6822,-92.1252,"Various locations in Mississippi, Oklahoma, and Louisiana.  Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band. The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).  The Choctaw Nation of Oklahoma is widely dispersed with many tribal members living outside the state.   (Clifton, LA is at  Lat. N 31/18/17, Long. W 92/52/12.)"
"Choctaw (Mississipi)","United States of America","Vulnerable","9500",32.7713,-89.1163,"Various locations in Mississippi, Oklahoma, and Louisiana.  The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).  The Choctaw Nation of Oklahoma is widely dispersed with many tribal members living outside the state.   Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band. "
"Choctaw (Oklahoma)","United States of America","Vulnerable","9500",34.1472,-94.81,"Various locations in Mississippi, Oklahoma, and Louisiana.  The Choctaw Nation of  southeastern Oklahoma (centered in McCurtain County) is widely dispersed with many tribal members living outside the state.  The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).   Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band."
"Gawar-Bati","Pakistan, Afghanistan","Definitely endangered","9500",35.158,71.4083,"Kunar Valley, Afghanistan; Arandu, Southern Chitral, Pakistan"
"Taruang","China, India, Myanmar","Vulnerable","9332",28.12,95.88,""
"Khaling","Nepal","Definitely endangered","9288",27.5781,86.7163,"Solukhumbu district"
"Western Tarahumara","Mexico","Vulnerable","9196",27.3361,-108.5007,"Municipalities of Chí_nipas, Maguarichi, Rocoroibo, Urique and Uruachi in the state of Chihuahua"
"Nunavimmiutitut","Canada","Vulnerable","9105",58.1665,-68.3605,"Spread over 15 communities in Canada"
"Woods Cree","Canada","Vulnerable","9095",55.1711,-102.9061,"Spread over 24 communities in Canada"
"Phula (Viet Nam)","Viet Nam","Definitely endangered","9046",22.7833,105.4666,""
"Dol-po","Nepal","Definitely endangered","9000",29.2193,83.0676,"Dolpa district up to Tibetan border"
"Helong","Indonesia","Severely endangered","9000",-10.1905,123.5247,"Timor"
"Lisela","Indonesia","Vulnerable","9000",-3.2392,127.0239,"Maluku"
"Motuo Menba","China, India","Definitely endangered","9000",28.664,94.0347,"Arunachal Pradesh, West Siang Dt., esp. in and around Menchuka "
"Panamahka","Nicaragua","Vulnerable","9000",14.2856,-84.5947,"Community of Musawas"
"Zuni","United States of America","Vulnerable","9000",35.082,-108.76,"Zuni Pueblo in western New Mexico."
"Mopíçn (Belize)","Belize","Severely endangered","8980",16.2449,-88.8654,"Toledo, Stann Creek, Cayo"
"Tulishi","Sudan","Severely endangered","8628",11.5984,29.0917,""
"Central Cuicatec","Mexico","Vulnerable","8621",17.8,-96.961,"Several municipalities in the state of Oaxaca, among them: Concepcií_n Píçpalo, San Juan Bautista Cuicatlíçn,  San Juan Tepeuxila, San Pedro Sochiapan, Santa Marí_a Píçpalo, and Santos Reyes Píçpalo"
"Ts'amay","Ethiopia","Definitely endangered","8621",5.4382,37.2463,""
"Phalura","Pakistan","Definitely endangered","8600",35.7264,71.7434,"Eight villages in Sourthern Chitral, near Drosh, NWFP, Pakistan"
"Northern Popoloc","Mexico","Vulnerable","8597",18.6818,-97.658,"Municipality of Tlacotepec de Benito Juíçrez, state of Puebla"
"Ixcatlíçn Mazatec","Mexico","Vulnerable","8593",18.1447,-96.4855,"Municipality of San Pedro Ixcatlíçn, state of Oaxaca"
"Patla-Chicontla Totonac","Mexico","Severely endangered","8590",20.1644,-97.6927,"Patla, Chicontla, San Pedro Tlaolantongo in the municipality of Jopala, state of Puebla; Zihuatleutla, state of Puebla"
"Toram","Chad","Severely endangered","8456",11.1581,19.6023,""
